,ID,UUID,Trip ID,Comment,Rate,Created At,Updated At,User Old ID,Trip Old ID,Classe,Comms,Length,Tokens
3417,29761,33a014eb-ed11-4fe1-ac8e-6b99eaa09d79,46802.0,Tres bien,5.0,2022-01-23T17:10:47.563159Z,2022-01-23T17:10:47.563159Z,,;;;;;;;;;;;;;;;;;,,tres bien,9,"['tres', 'bien']"
3418,23767,705a684a-c747-41c4-9f37-f82737f0821b,38075.0,Le velo s’arrête de marcher electriquement par moments,3.0,2021-10-25T16:48:51.274133Z,2021-10-25T16:48:51.274133Z,,;;;;;;;;;;;;;;;;;,,le velo sarrete de marcher electriquement par moments,54,"['le', 'velo', 'sarrete', 'de', 'marcher', 'electriquement', 'par', 'moments']"
3419,18394,88d42b71-3886-41f4-8c27-d82c459d184d,31210.0,J adore ,5.0,2021-09-18T22:31:08.239Z,2021-09-18T22:31:08.239Z,614640ac10168f3d481d743d,6146666310168f3d482aa80b;;;;;;;;;;;;;;;;;,,j adore ,8,"['j', 'adore']"
3420,18418,f4b55eae-848c-44df-9fd3-5a904d9b43b5,31129.0,Un peu glissant dans les trajectoires 🤪,4.0,2021-09-19T04:55:21.11Z,2021-09-19T04:55:21.11Z,61447e2f10168f3d487987ca,6146c15210168f3d48371257;;;;;;;;;;;;;;;;;,,un peu glissant dans les trajectoires ,39,"['un', 'peu', 'glissant', 'dans', 'les', 'trajectoires']"
3421,18432,d8ea201e-3477-4a58-96f6-4cd3b353d8c8,16478.0,Freins à réviser ;),4.0,2021-09-19T08:53:59.594Z,2021-09-19T08:53:59.594Z,60d6b3359485da0e5c3c83cf,6146f52c10168f3d48423386;;;;;;;;;;;;;;;;,,freins a reviser ;),19,"['freins', 'a', 'reviser', ';', ')']"
3422,18442,9156b7ed-8a38-4803-8931-4021488ca591,22609.0,Top merci de votre gentillesse ,5.0,2021-09-19T09:41:01.414Z,2021-09-19T09:41:01.414Z,60fda78edcb3f875969c097c,6146e6ec10168f3d483c80ae;;;;;;;;;;;;;;;;;,,top merci de votre gentillesse ,31,"['top', 'merci', 'de', 'votre', 'gentillesse']"
3423,18448,755a87c4-3330-4396-ab56-55e29987cf86,31139.0,Très bien,5.0,2021-09-19T11:54:00.42Z,2021-09-19T11:54:00.42Z,6144b49910168f3d4890ab92,6147240a10168f3d485636b6;;;;;;;;;;;;;;;;;,,tres bien,9,"['tres', 'bien']"
3424,23768,30cbc0df-5ebc-4dc0-98b3-37b5e7422c5c,38076.0,Le vélo ne se verrouille pas,3.0,2021-10-25T16:57:58.407641Z,2021-10-25T16:57:58.407641Z,,;;;;;;;;;;;;;;;;;,,le velo ne se verrouille pas,28,"['le', 'velo', 'ne', 'se', 'verrouille', 'pas']"
3425,24353,37e2de6f-4329-4915-8122-94d3e9a1a261,38896.0,Impossible de verrouiller le vélo ,1.0,2021-11-01T18:29:35.192045Z,2021-11-01T18:29:35.192045Z,,;;;;;;;;;;;;;;;;;,,impossible de verrouiller le velo ,34,"['impossible', 'de', 'verrouiller', 'le', 'velo']"
3426,18450,e12dd1b3-ba85-450d-a9df-a9abfc1d34eb,31055.0,Tel non utilisé car béquille cassée,1.0,2021-09-19T13:25:25.833Z,2021-09-19T13:25:25.833Z,61424a1110168f3d48fe62cf,614739b210168f3d485fbe77;;;;;;;;;;;;;;;;;,,tel non utilise car bequille cassee,35,"['tel', 'non', 'utilise', 'car', 'bequille', 'cassee']"
3427,18459,3da1d700-eb26-4b92-adda-dad7acf19086,11983.0,La roue est voilée ,4.0,2021-09-19T14:30:22.92Z,2021-09-19T14:30:22.92Z,60461633bc080b11800ff950,6147481010168f3d4869da13;;;;;;;;;;;;;;;;;,,la roue est voilee ,19,"['la', 'roue', 'est', 'voilee']"
3428,18464,ca111849-4c7f-420e-9e25-9fa0b9f3c532,17925.0,incroyable ,5.0,2021-09-19T15:33:56.028Z,2021-09-19T15:33:56.028Z,60e1e2f5dcb3f8759673352f,614732fa10168f3d485cfae7;;;;;;;;;;;;;;;;;,,incroyable ,11,['incroyable']
3429,18483,c31d121a-3b6f-4444-af54-3912613062bf,31020.0,Bonne batterie la roue arrière fait des secousses comme si la roue était crevée Sinon je trouve que le prix est élevé il faut vraiment être motivé car le bus est moins cher jespère que ça va baisser,4.0,2021-09-19T16:38:08.99Z,2021-09-19T16:38:08.99Z,6141cc6110168f3d48d2b328,6147629b10168f3d4879761b;;;;;;;;;;;;;;;;;,,bonne batterie la roue arriere fait des secousses comme si la roue etait crevee sinon je trouve que le prix est eleve il faut vraiment etre motive car le bus est moins cher jespere que ca va baisser,198,"['bonne', 'batterie', 'la', 'roue', 'arriere', 'fait', 'des', 'secousses', 'comme', 'si', 'la', 'roue', 'etait', 'crevee', 'sinon', 'je', 'trouve', 'que', 'le', 'prix', 'est', 'eleve', 'il', 'faut', 'vraiment', 'etre', 'motive', 'car', 'le', 'bus', 'est', 'moins', 'cher', 'jespere', 'que', 'ca', 'va', 'baisser']"
3430,18496,2d187298-f311-4f93-b843-24ad39368ac6,18651.0,Merci ,5.0,2021-09-19T19:30:28.391Z,2021-09-19T19:30:28.391Z,60e4dbf4dcb3f87596e89a73,61478e4f10168f3d48881066;;;;;;;;;;;;;;;;;,,merci ,6,['merci']
3431,18497,4d241fb8-8caf-4d0c-8b70-52f4ed612f4e,30050.0,Chère ,2.0,2021-09-19T19:39:50.504Z,2021-09-19T19:39:50.504Z,61347beadcb3f87596e48a4d,61470abf10168f3d485019af;;;;;;;;;;;;;;;;;,,chere ,6,['chere']
3432,18505,5b462477-724c-4c18-8d9a-07d33cdba31f,12655.0,Grandiose,5.0,2021-09-19T22:04:26.436Z,2021-09-19T22:04:26.436Z,605f7a8a375f37201a0ab48a,6147b2a410168f3d4891f1b2;;;;;;;;;;;;;;;;;,,grandiose,9,['grandiose']
3433,18515,d9a38314-97cf-4b4a-8145-01faaa928087,25078.0,Vélo déchargé en pleine course,1.0,2021-09-20T04:21:54.795Z,2021-09-20T04:21:54.795Z,610d4c7bdcb3f8759652c761,61480aa210168f3d4895f272;;;;;;;;;;;;;;;;;,,velo decharge en pleine course,30,"['velo', 'decharge', 'en', 'pleine', 'course']"
3434,18519,bcd24607-1214-435b-b666-0f57f42998c6,15118.0,Bdjdksks’qnz,5.0,2021-09-20T05:40:20.579Z,2021-09-20T05:40:20.579Z,60c1e5edbf06287b8c42e53b,6140bfce10168f3d48992269;;;;;;;;;;;;;;;;;,,bdjdksksqnz,12,['bdjdksksqnz']
3435,18526,699ac0cb-0aad-420f-8772-76037977b21b,16218.0,Pas d’assistance un vélo à revoir merci de ne pas prendre en compte mon paiement ,1.0,2021-09-20T05:55:56.461Z,2021-09-20T05:55:56.461Z,60d5d3349485da0e5c0876d4,61481f2310168f3d4898b405;;;;;;;;;;;;;;;;;,,pas dassistance un velo a revoir merci de ne pas prendre en compte mon paiement ,81,"['pas', 'dassistance', 'un', 'velo', 'a', 'revoir', 'merci', 'de', 'ne', 'pas', 'prendre', 'en', 'compte', 'mon', 'paiement']"
3436,18532,db2e0740-f0ad-4f39-bfbb-c7c84db7d0a3,31021.0,Ras,4.0,2021-09-20T06:46:13.988Z,2021-09-20T06:46:13.988Z,6141cc6110168f3d48d2b328,61482a5f10168f3d489c4fdf;;;;;;;;;;;;;;;;;,,ras,3,['ras']
3437,18548,a152024f-acfa-4959-92f2-778fb56f3f1c,9680.0,Pas de frein arrière ,2.0,2021-09-20T08:01:25.114Z,2021-09-20T08:01:25.114Z,5fc662e2671fef5be637db1f,61483e5210168f3d48a62459;;;;;;;;;;;;;;;;;,,pas de frein arriere ,21,"['pas', 'de', 'frein', 'arriere']"
3438,18553,b8a4b926-c264-4366-8a24-fe263a48fc3e,31276.0,Au Top !,5.0,2021-09-20T09:07:04.948Z,2021-09-20T09:07:04.948Z,61484a8410168f3d48a890a2,61484e5f10168f3d48aa4220;;;;;;;;;;;;;;;;;,,au top !,8,"['au', 'top', '!']"
3439,23129,f9e5f05a-db4f-4357-a175-2e0e85985e1e,37312.0,Test technicien géolocalisation,5.0,2021-10-19T12:34:45.275Z,2021-10-19T12:34:45.275Z,60d712b39485da0e5c4e8cd5,616ebb3d10168f3d4822f8ed;;;;;;;;;;;;;;;;;,,test technicien geolocalisation,31,"['test', 'technicien', 'geolocalisation']"
3440,27121,8a7e2c75-e68c-42b9-93d5-3f63c9d1d976,42948.0,Ok,4.0,2021-12-10T17:46:21.494579Z,2021-12-10T17:46:21.494579Z,,;;;;;;;;;;;;;;;;;,,ok,2,['ok']
3441,18566,95f26bdf-2c2c-4dd4-8ee8-a8f6f858b4f5,18676.0,Le vélo 044 à un problème au niveau de la fermeture de la batterie elle est tomber du vélo quand jai commencer à rouler ,1.0,2021-09-20T11:06:35.988Z,2021-09-20T11:06:35.988Z,60e4ed3fdcb3f87596ea5d4f,614869dc10168f3d48b16ba0;;;;;;;;;;;;;;;;;,,le velo 044 a un probleme au niveau de la fermeture de la batterie elle est tomber du velo quand jai commencer a rouler ,120,"['le', 'velo', '044', 'a', 'un', 'probleme', 'au', 'niveau', 'de', 'la', 'fermeture', 'de', 'la', 'batterie', 'elle', 'est', 'tomber', 'du', 'velo', 'quand', 'jai', 'commencer', 'a', 'rouler']"
3442,18591,f2212923-5219-48b4-a39f-52639a67ba03,31022.0,Trajet trop cher !!!,2.0,2021-09-20T14:03:22.302Z,2021-09-20T14:03:22.302Z,6141cc6110168f3d48d2b328,61488b5810168f3d48bd5cc3;;;;;;;;;;;;;;;;;,,trajet trop cher !!!,20,"['trajet', 'trop', 'cher', '!', '!', '!']"
3443,18595,8e6be2c3-d925-48f2-a10a-c4bad5f38a86,26429.0,Cool ,5.0,2021-09-20T14:22:31.363Z,2021-09-20T14:22:31.363Z,61162483dcb3f87596c66f66,6148989f10168f3d48c0b117;;;;;;;;;;;;;;;;;,,cool ,5,['cool']
3444,18597,919395e5-716d-40c9-bb56-4ec455bf4191,23671.0,La pédale droite est cassée ,1.0,2021-09-20T14:29:21.513Z,2021-09-20T14:29:21.513Z,610443ffdcb3f87596ecb6d6,61489a0210168f3d48c0e09e;;;;;;;;;;;;;;;;;,,la pedale droite est cassee ,28,"['la', 'pedale', 'droite', 'est', 'cassee']"
3445,18598,2547d185-aef9-48ec-bc7e-1ac25ec6e798,13601.0,Manque de freins arrière ,4.0,2021-09-20T14:29:33.239Z,2021-09-20T14:29:33.239Z,608156dcdeb7eb746a8b7ba0,6148979210168f3d48c0788c;;;;;;;;;;;;;;;;;,,manque de freins arriere ,25,"['manque', 'de', 'freins', 'arriere']"
3446,18599,f1efab85-a727-42aa-94ce-b9135dda59fc,26430.0,Vue. ,5.0,2021-09-20T14:35:22.357Z,2021-09-20T14:35:22.357Z,61162483dcb3f87596c66f66,61489b7510168f3d48c12c62;;;;;;;;;;;;;;;;;,,vue. ,5,"['vue', '.']"
3447,18606,7f5f84e6-01dc-4fd4-b254-22752a93eb98,11780.0,Bien ,4.0,2021-09-20T15:08:41.806Z,2021-09-20T15:08:41.806Z,603f713cbc080b1180c66055,6148a1fe10168f3d48c2f54f;;;;;;;;;;;;;;;;;,,bien ,5,['bien']
3448,18609,b355a1db-f2ec-49e5-9252-921eaf1d50d4,13165.0,Très glissant sous la pluie ,2.0,2021-09-20T15:15:41.963Z,2021-09-20T15:15:41.963Z,606af87ed335d76d77236903,6148a41510168f3d48c3d3b2;;;;;;;;;;;;;;;;;,,tres glissant sous la pluie ,28,"['tres', 'glissant', 'sous', 'la', 'pluie']"
3449,18614,e6b5287f-a8de-4385-8007-59fff9130498,30252.0,Étendez le territoire de couverture à Beuvry. Merci,4.0,2021-09-20T15:39:26.408Z,2021-09-20T15:39:26.408Z,61365c2cdcb3f87596812d1c,6148a95710168f3d48c72579;;;;;;;;;;;;;;;;;,,etendez le territoire de couverture a beuvry. merci,51,"['etendez', 'le', 'territoire', 'de', 'couverture', 'a', 'beuvry', '.', 'merci']"
3451,25501,8ca5de6b-a4d3-4eda-b3ea-b721ed69d657,40505.0,Super top,5.0,2021-11-15T14:29:54.979414Z,2021-11-15T14:29:54.979414Z,,;;;;;;;;;;;;;;;;;,,super top,9,"['super', 'top']"
3452,18620,8fbedbf5-c018-4005-8993-0c94c46c891f,31312.0,Trop bien ,5.0,2021-09-20T16:21:17.626Z,2021-09-20T16:21:17.626Z,61484cad10168f3d48a9c415,6148ad1010168f3d48c950d1;;;;;;;;;;;;;;;;;,,trop bien ,10,"['trop', 'bien']"
3453,18629,817c200f-93f8-4583-94c5-cbaef552aa80,30056.0,Décevant il ne me laisse pas me déconnecter résultats je paye des minutes inutiles ,1.0,2021-09-20T17:12:43.056Z,2021-09-20T17:12:43.056Z,61349440dcb3f87596eba5ae,6148be3c10168f3d48d2ba20;;;;;;;;;;;;;;;;;,,decevant il ne me laisse pas me deconnecter resultats je paye des minutes inutiles ,83,"['decevant', 'il', 'ne', 'me', 'laisse', 'pas', 'me', 'deconnecter', 'resultats', 'je', 'paye', 'des', 'minutes', 'inutiles']"
3454,18642,86afc58a-a6d4-44f7-b8f3-b6d4bdae1ead,22916.0,Bug merci de me contacter ,1.0,2021-09-20T19:01:57.015Z,2021-09-20T19:01:57.015Z,60ffa6ebdcb3f875961839bf,6148a41010168f3d48c3d20b;;;;;;;;;;;;;;;;;,,bug merci de me contacter ,26,"['bug', 'merci', 'de', 'me', 'contacter']"
3455,18644,573d3dce-ca92-42f5-be07-d4eabca31749,30897.0,Top,5.0,2021-09-20T19:20:09.714Z,2021-09-20T19:20:09.714Z,613f392510168f3d482467e6,6148dd2a10168f3d48dbcb5f;;;;;;;;;;;;;;;;;,,top,3,['top']
3456,18667,77dddfc2-bfc2-4e97-add6-773dde0204a0,30489.0,Inhibe,2.0,2021-09-20T23:11:37.796Z,2021-09-20T23:11:37.796Z,6138a446dcb3f875961ff7ff,614900a610168f3d48e5219d;;;;;;;;;;;;;;;;;,,inhibe,6,['inhibe']
3457,28124,6b0f6938-c86a-4f9d-8ee2-879116823da6,44416.0,No,1.0,2021-12-29T14:08:27.567009Z,2021-12-29T14:08:27.567009Z,,;;;;;;;;;;;;;;;;;,,no,2,['no']
3458,24357,8b969548-6bb3-4893-956e-7f0d9da5cd1e,38900.0,Roue arrière fait du bruit,4.0,2021-11-01T19:04:30.626263Z,2021-11-01T19:04:30.626263Z,,;;;;;;;;;;;;;;;;;,,roue arriere fait du bruit,26,"['roue', 'arriere', 'fait', 'du', 'bruit']"
3459,18681,af05900c-81e8-4a6c-b851-edbec2579ccf,13602.0,Fais du bruit horrible ,3.0,2021-09-21T05:44:24.884Z,2021-09-21T05:44:24.884Z,608156dcdeb7eb746a8b7ba0,61496f1610168f3d48ed4215;;;;;;;;;;;;;;;;;,,fais du bruit horrible ,23,"['fais', 'du', 'bruit', 'horrible']"
3460,18683,772eb22d-685e-4521-ae9d-efb98296f372,31063.0,Vélo déchargé,1.0,2021-09-21T06:06:35.698Z,2021-09-21T06:06:35.698Z,61424a1110168f3d48fe62cf,6149743f10168f3d48eea71d;;;;;;;;;;;;;;;;;,,velo decharge,13,"['velo', 'decharge']"
3461,18684,73e25be3-aa29-4d17-b3d7-d58f798a8631,31243.0,Vélo décharger,1.0,2021-09-21T06:07:20.416Z,2021-09-21T06:07:20.416Z,61473ec010168f3d48632d6e,6149748010168f3d48eeb0d5;;;;;;;;;;;;;;;;;,,velo decharger,14,"['velo', 'decharger']"
3462,18688,8b5fd7c9-1e71-4833-820e-115e3230ee82,11781.0,Rapide ,5.0,2021-09-21T06:31:27.465Z,2021-09-21T06:31:27.465Z,603f713cbc080b1180c66055,61497a7b10168f3d48efcdb3;;;;;;;;;;;;;;;;;,,rapide ,7,['rapide']
3463,18693,582bc1ff-7a39-493f-95be-30b0786ae9b0,9682.0,Toujours pas de frein arrière cordialement ,2.0,2021-09-21T07:48:00.531Z,2021-09-21T07:48:00.531Z,5fc662e2671fef5be637db1f,61498cda10168f3d48f4f9ed;;;;;;;;;;;;;;;;;,,toujours pas de frein arriere cordialement ,43,"['toujours', 'pas', 'de', 'frein', 'arriere', 'cordialement']"
3464,18694,785b510f-262a-42f1-8710-8c357f061cc0,22596.0,Décidément trop compliqué de trouver 1 vélo en centre ville ,1.0,2021-09-21T07:54:57.163Z,2021-09-21T07:54:57.163Z,60fd312ddcb3f875968e3083,61498e6110168f3d48f56893;;;;;;;;;;;;;;;;;,,decidement trop complique de trouver 1 velo en centre ville ,60,"['decidement', 'trop', 'complique', 'de', 'trouver', '1', 'velo', 'en', 'centre', 'ville']"
3465,18695,d8d79d92-9a30-478c-806e-3cdab69f0400,31339.0, Perfect,5.0,2021-09-21T07:56:26.855Z,2021-09-21T07:56:26.855Z,61498d4610168f3d48f51ee9,61498df110168f3d48f5309b;;;;;;;;;;;;;;;;;,, perfect,8,['perfect']
3466,18702,0272b7c7-2f6e-40b3-831f-d9d964728589,31326.0,Ras,3.0,2021-09-21T09:29:33.151Z,2021-09-21T09:29:33.151Z,6148a56510168f3d48c502e8,6149a05b10168f3d48f8102b;;;;;;;;;;;;;;;;;,,ras,3,['ras']
3467,18710,305bc2fe-54e1-449e-beb3-9482b91a8a65,12015.0,Frein à revoit et fourche tordue,3.0,2021-09-21T10:16:16.048Z,2021-09-21T10:16:16.048Z,604897dcbc080b118026a108,6149af9610168f3d48fc1d06;;;;;;;;;;;;;;;;;,,frein a revoit et fourche tordue,32,"['frein', 'a', 'revoit', 'et', 'fourche', 'tordue']"
3468,18720,151aa6b1-c75b-41b7-815d-8a6ae44095de,12016.0,Aucune assistance électrique. Trajet avorté je demande un remboursement!,1.0,2021-09-21T11:19:25.078Z,2021-09-21T11:19:25.078Z,604897dcbc080b118026a108,6149bf2810168f3d48ffca49;;;;;;;;;;;;;;;;;,,aucune assistance electrique. trajet avorte je demande un remboursement!,72,"['aucune', 'assistance', 'electrique', '.', 'trajet', 'avorte', 'je', 'demande', 'un', 'remboursement', '!']"
3469,18735,b7d0995a-817f-4415-86a9-51fb89d2fdc5,15119.0,Bdbdbsbsbdbd,5.0,2021-09-21T13:42:03.164Z,2021-09-21T13:42:03.164Z,60c1e5edbf06287b8c42e53b,6149e01310168f3d4806e582;;;;;;;;;;;;;;;;;,,bdbdbsbsbdbd,12,['bdbdbsbsbdbd']
3470,18738,62754590-5c20-4d8d-bec4-0cc3f2aaa5bb,29664.0,Pas de batterie ,1.0,2021-09-21T13:57:10.548Z,2021-09-21T13:57:10.548Z,612fde64dcb3f875969ffa55,6149e3f710168f3d4808c84e;;;;;;;;;;;;;;;;;,,pas de batterie ,16,"['pas', 'de', 'batterie']"
3471,18741,5475af68-e6ca-435c-a36e-ab5b27052a8a,24110.0,Super,5.0,2021-09-21T14:04:10.225Z,2021-09-21T14:04:10.225Z,61067adfdcb3f87596a9b2ea,6140457010168f3d486f4f7f;;;;;;;;;;;;;;;;;,,super,5,['super']
3472,18744,b6eac77b-1086-4afa-9fd8-84e4ff692706,15120.0,Vvhjbbbb,5.0,2021-09-21T14:38:29.937Z,2021-09-21T14:38:29.937Z,60c1e5edbf06287b8c42e53b,6149e27310168f3d480838d5;;;;;;;;;;;;;;;;;,,vvhjbbbb,8,['vvhjbbbb']
3473,18748,a1ab26e9-83d1-42fc-b226-87800d9d7ddd,28258.0,Je pense que le 103 ne fonctionne pas ,4.0,2021-09-21T15:09:06.162Z,2021-09-21T15:09:06.162Z,61236391dcb3f87596ee1861,6149f4b210168f3d480d1785;;;;;;;;;;;;;;;;;,,je pense que le 103 ne fonctionne pas ,38,"['je', 'pense', 'que', 'le', '103', 'ne', 'fonctionne', 'pas']"
3474,18751,f30f6e0b-8a2b-48dc-b2c1-2bcfd35feda4,31065.0,1er essai qui ne marche pas à 0.30€. Puis course de 0.90€ ok. Puis paiement de 0.15€??? Il y a un beug!!!,1.0,2021-09-21T15:18:12.366Z,2021-09-21T15:18:12.366Z,61424a1110168f3d48fe62cf,6149f61710168f3d480e202d;;;;;;;;;;;;;;;;;,,1er essai qui ne marche pas a 0.30. puis course de 0.90 ok. puis paiement de 0.15??? il y a un beug!!!,105,"['1er', 'essai', 'qui', 'ne', 'marche', 'pas', 'a', '0.30.', 'puis', 'course', 'de', '0.90', 'ok.', 'puis', 'paiement', 'de', '0.15', '?', '?', '?', 'il', 'y', 'a', 'un', 'beug', '!', '!', '!']"
3475,18753,4f9aa047-0062-4329-ae6a-09f43d9fb5d2,15121.0,Bbhjbb,5.0,2021-09-21T15:21:05.355Z,2021-09-21T15:21:05.355Z,60c1e5edbf06287b8c42e53b,6149f3e710168f3d480cf2d1;;;;;;;;;;;;;;;;;,,bbhjbb,6,['bbhjbb']
3476,18758,c7dd693f-d902-4f3f-80e6-2862fd2b9631,18880.0,pb de connexion et de freins,1.0,2021-09-21T15:39:00.124Z,2021-09-21T15:39:00.124Z,60e5b71fdcb3f875960856a8,6149fa6210168f3d48120680;;;;;;;;;;;;;;;;;,,pb de connexion et de freins,28,"['pb', 'de', 'connexion', 'et', 'de', 'freins']"
3477,18769,c2d9ad3f-737e-4ffd-97d0-cf832ec5386c,4976.0,Très bien ,5.0,2021-09-21T16:14:27.286Z,2021-09-21T16:14:27.286Z,5e690d4a71b01206999bd0ba,614a00b410168f3d48145595;;;;;;;;;;;;;;;;;,,tres bien ,10,"['tres', 'bien']"
3478,18773,eeead1e9-7e1c-4dc4-86bd-6cf4800fc449,15989.0,Frein gauche un bloqué donc pas vraiment utilisable,2.0,2021-09-21T16:37:15.488Z,2021-09-21T16:37:15.488Z,60d5ab5e9485da0e5ceaf320,614a090610168f3d48164604;;;;;;;;;;;;;;;;;,,frein gauche un bloque donc pas vraiment utilisable,51,"['frein', 'gauche', 'un', 'bloque', 'donc', 'pas', 'vraiment', 'utilisable']"
3479,18778,cb0f5c08-2dca-492a-9e6c-67e3f7971994,31313.0,Trop bien,5.0,2021-09-21T17:02:33.941Z,2021-09-21T17:02:33.941Z,61484cad10168f3d48a9c415,6149f8d410168f3d4811512f;;;;;;;;;;;;;;;;;,,trop bien,9,"['trop', 'bien']"
3480,30446,d208d127-fc96-489d-a90d-41d8727c3f20,47766.0,Nickel,5.0,2022-02-02T16:56:14.715108Z,2022-02-02T16:56:14.715108Z,,;;;;;;;;;;;;;;;;;,,nickel,6,['nickel']
3481,30732,94a88071-0673-4fba-9de8-376832d3f62f,48258.0,Parfait quand on est en retard ,4.0,2022-02-07T06:00:08.23932Z,2022-02-07T06:00:08.23932Z,,;;;;;;;;;;;;;;;;;,,parfait quand on est en retard ,31,"['parfait', 'quand', 'on', 'est', 'en', 'retard']"
3482,24936,a7553776-3562-4e7a-a2cb-9cd008f61521,39676.0,Vélo qui couine frein trop fort à gauche trop faible à droite ,1.0,2021-11-09T11:43:53.045978Z,2021-11-09T11:43:53.045978Z,,;;;;;;;;;;;;;;;;;,,velo qui couine frein trop fort a gauche trop faible a droite ,62,"['velo', 'qui', 'couine', 'frein', 'trop', 'fort', 'a', 'gauche', 'trop', 'faible', 'a', 'droite']"
3483,18795,b8a44ac3-51f0-4403-b798-ccbb5d8b580b,31315.0,Trop bien ,5.0,2021-09-21T18:44:51.69Z,2021-09-21T18:44:51.69Z,61484cad10168f3d48a9c415,614a26c510168f3d481f16c5;;;;;;;;;;;;;;;;;,,trop bien ,10,"['trop', 'bien']"
3484,18814,95512662-dca4-47df-8ebf-f66ca984f231,31359.0,Pas en sécurité sur le Vélo ! Mauvais freins. Guidons bouge. ,1.0,2021-09-21T20:52:43.131Z,2021-09-21T20:52:43.131Z,614a43aa10168f3d4827c48f,614a448610168f3d4827c5eb;;;;;;;;;;;;;;;;;,,pas en securite sur le velo ! mauvais freins. guidons bouge. ,61,"['pas', 'en', 'securite', 'sur', 'le', 'velo', '!', 'mauvais', 'freins', '.', 'guidons', 'bouge', '.']"
3485,18822,8d0363bf-2fca-4d98-b7d6-3c14bb756dcb,31317.0,Trop bien,5.0,2021-09-21T22:20:34.275Z,2021-09-21T22:20:34.275Z,61484cad10168f3d48a9c415,614a55ab10168f3d4829a6d9;;;;;;;;;;;;;;;;;,,trop bien,9,"['trop', 'bien']"
3486,18827,4ec2a91b-18d2-444e-befa-0d98d21e095d,28652.0,Déchargé,1.0,2021-09-22T05:23:52.216Z,2021-09-22T05:23:52.216Z,61277353dcb3f87596e911e7,614abcf210168f3d482cb422;;;;;;;;;;;;;;;;;,,decharge,8,['decharge']
3487,18829,9a366fca-1f5d-436e-b715-15e0402bf079,28653.0,Pas chargé,1.0,2021-09-22T05:44:51.237Z,2021-09-22T05:44:51.237Z,61277353dcb3f87596e911e7,614ac27210168f3d482d46b7;;;;;;;;;;;;;;;;;,,pas charge,10,"['pas', 'charge']"
3488,18861,3ea65a1d-dbc7-43d7-b7a7-0a3ce94bfd3b,31275.0,Did not receive my €50 deposit back,1.0,2021-09-22T12:02:24.288Z,2021-09-22T12:02:24.288Z,6147ba1f10168f3d48924cdd,614825dd10168f3d489abcf5;;;;;;;;;;;;;;;;;,,did not receive my 50 deposit back,35,"['did', 'not', 'receive', 'my', '50', 'deposit', 'back']"
3489,18869,3f988694-ee0d-4a0c-9f16-deb7ff7080b5,15122.0,Bdbdjskdjdjs,5.0,2021-09-22T13:12:24.323Z,2021-09-22T13:12:24.323Z,60c1e5edbf06287b8c42e53b,6149fb4610168f3d48125b1a;;;;;;;;;;;;;;;;;,,bdbdjskdjdjs,12,['bdbdjskdjdjs']
3490,18870,2350c8a6-431f-4ee5-b575-6ebbb557b3d3,15123.0,Dhbdbsbsbdbd,5.0,2021-09-22T13:29:33.99Z,2021-09-22T13:29:33.99Z,60c1e5edbf06287b8c42e53b,614b2eb710168f3d4841b947;;;;;;;;;;;;;;;;;,,dhbdbsbsbdbd,12,['dhbdbsbsbdbd']
3491,18874,976e9399-09b6-4a89-8fd0-5deccdd3c136,15124.0,Hhhgggggh,5.0,2021-09-22T13:37:49.704Z,2021-09-22T13:37:49.704Z,60c1e5edbf06287b8c42e53b,614b30ba10168f3d48422ee8;;;;;;;;;;;;;;;;;,,hhhgggggh,9,['hhhgggggh']
3492,18875,58769583-f1f3-4953-9ac2-0dbf0f4473b1,17832.0,Cool,5.0,2021-09-22T13:42:36.024Z,2021-09-22T13:42:36.024Z,60e088e3dcb3f8759649c45c,614b308410168f3d48422063;;;;;;;;;;;;;;;;;,,cool,4,['cool']
3493,18878,4a2f735a-7336-4b79-b1ea-d5a33d6ab4f2,31365.0,Parfait juste un petit peu cher merci,5.0,2021-09-22T14:03:44.308Z,2021-09-22T14:03:44.308Z,614b25fa10168f3d483f247b,614b27ff10168f3d483fb500;;;;;;;;;;;;;;;;;,,parfait juste un petit peu cher merci,37,"['parfait', 'juste', 'un', 'petit', 'peu', 'cher', 'merci']"
3494,18885,ec957e7d-568b-4423-8b31-b11f6259531a,16322.0,Freins,1.0,2021-09-22T14:41:37.341Z,2021-09-22T14:41:37.341Z,60d5db459485da0e5c0d3292,614b3e4a10168f3d484510bb;;;;;;;;;;;;;;;;;,,freins,6,['freins']
3495,18894,887f6564-f86c-4320-9513-f980f1d7ce9b,16223.0,Vélo nous entretenu un bruit on continue pendant tout mon voyage. Dommage de voir autant de vélo se dégrader en si peu de temps,1.0,2021-09-22T15:34:53.229Z,2021-09-22T15:34:53.229Z,60d5d3349485da0e5c0876d4,614b4b5110168f3d484931bf;;;;;;;;;;;;;;;;;,,velo nous entretenu un bruit on continue pendant tout mon voyage. dommage de voir autant de velo se degrader en si peu de temps,127,"['velo', 'nous', 'entretenu', 'un', 'bruit', 'on', 'continue', 'pendant', 'tout', 'mon', 'voyage', '.', 'dommage', 'de', 'voir', 'autant', 'de', 'velo', 'se', 'degrader', 'en', 'si', 'peu', 'de', 'temps']"
